company_id,company_name,a_code,h_code,a_exchange,a_ticker,h_ticker,industry,status,source,updated_at
AH_000333_00300,美的集团,000333,00300,SZ,000333.SZ,00300.HK,消费,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_300476_02476,胜宏科技,300476,02476,SZ,300476.SZ,02476.HK,科技电子,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_688630_09630,芯碁微装,688630,09630,SH,688630.SS,09630.HK,科技电子,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_688331_09995,荣昌生物,688331,09995,SH,688331.SS,09995.HK,医药医疗,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_603259_02359,药明康德,603259,02359,SH,603259.SS,02359.HK,医药医疗,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_300433_06613,蓝思科技,300433,06613,SZ,300433.SZ,06613.HK,科技电子,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_688428_09969,诺诚健华,688428,09969,SH,688428.SS,09969.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_603501_00501,豪威集团,603501,00501,SH,603501.SS,00501.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601127_09927,赛力斯,601127,09927,SH,601127.SS,09927.HK,汽车与装备,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_002460_01772,赣锋锂业,002460,01772,SZ,002460.SZ,01772.HK,有色与材料,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_600988_06693,赤峰黄金,600988,06693,SH,600988.SS,06693.HK,有色与材料,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601880_02880,辽港股份,601880,02880,SH,601880.SS,02880.HK,交通运输,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_688062_02493,迈威生物-U,688062,02493,SH,688062.SS,02493.HK,医药医疗,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601658_01658,邮储银行,601658,01658,SH,601658.SS,01658.HK,银行,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_002936_06196,郑州银行,002936,06196,SZ,002936.SZ,06196.HK,银行,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601005_01053,重庆钢铁,601005,01053,SH,601005.SS,01053.HK,有色与材料,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601963_01963,重庆银行,601963,01963,SH,601963.SS,01963.HK,银行,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_300748_06680,金力永磁,300748,06680,SZ,300748.SZ,06680.HK,有色与材料,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601992_02009,金隅集团,601992,02009,SH,601992.SS,02009.HK,有色与材料,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_002202_02208,金风科技,002202,02208,SZ,002202.SZ,02208.HK,科技电子,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_002865_02865,钧达股份,002865,02865,SZ,002865.SZ,02865.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601633_02333,长城汽车,601633,02333,SH,601633.SS,02333.HK,汽车与装备,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601869_06869,长飞光纤,601869,06869,SH,601869.SS,06869.HK,科技电子,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_600600_00168,青岛啤酒,600600,00168,SH,600600.SS,00168.HK,消费,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_601298_06198,青岛港,601298,06198,SH,601298.SS,06198.HK,交通运输,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_002948_03866,青岛银行,002948,03866,SZ,002948.SZ,03866.HK,银行,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_000898_00347,鞍钢股份,000898,00347,SZ,000898.SZ,00347.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_002352_06936,顺丰控股,002352,06936,SZ,002352.SZ,06936.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_002600_01688,领益智造,002600,01688,SZ,002600.SZ,01688.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_600808_00323,马钢股份,600808,00323,SH,600808.SS,00323.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_301377_01377,鼎泰高科,301377,01377,SZ,301377.SZ,01377.HK,综合,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_603341_09611,龙旗科技,603341,09611,SH,603341.SS,09611.HK,科技电子,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_001289_00916,龙源电力,001289,00916,SZ,001289.SZ,00916.HK,能源电力,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
AH_603906_02465,龙蟠科技,603906,02465,SH,603906.SS,02465.HK,科技电子,active,validated_202_snapshot_2026-07-30,2026-08-07T07:22:12.111153+00:00
